station_key,Charging Station ID,Charging Station Location,total_sessions,total_energy_kwh,avg_charging_duration_hours,avg_charging_rate_kw,avg_cost_usd,avg_traffic_score,peak_hour_sessions,avg_temperature_c,avg_precipitation_mm,matched_station_metadata_rows
Station_145_Houston,Station_145,Houston,3,122.296233401044,2.497526405350903,39.79132550052427,13.291343805658391,63.666666666666664,1,11.166666666666666,0.0,0
Station_367_San Francisco,Station_367,San Francisco,3,119.16679122164157,2.484935630707262,30.269411871760706,18.555060485655392,57.666666666666664,1,8.9,0.8333333333333334,0
Station_443_Los Angeles,Station_443,Los Angeles,3,117.70697220748713,2.604830217561565,29.014643027819716,20.6956174690777,76.0,1,10.633333333333333,0.3333333333333333,3
Station_442_San Francisco,Station_442,San Francisco,3,116.87345425799998,2.852823039503779,31.65002296402339,26.94345929278305,55.0,1,9.0,0.0,0
Station_277_Chicago,Station_277,Chicago,3,106.47905200367128,1.682572626524322,11.650828466722329,11.65017216793766,53.666666666666664,0,-8.9,0.0,0
Station_69_Los Angeles,Station_69,Los Angeles,3,103.07524555502536,1.1000451592191394,22.083133453279732,27.461051999520752,75.66666666666667,1,9.533333333333333,0.0,3
Station_362_New York,Station_362,New York,3,95.73362188265689,2.142895901313677,31.740144626405566,27.15668081487847,43.333333333333336,2,9.299999999999999,0.0,3
Station_336_Chicago,Station_336,Chicago,3,94.3070255275247,2.197885635382143,22.808640129792717,27.31480307869864,74.33333333333333,1,-7.1000000000000005,0.5666666666666667,0
Station_396_Los Angeles,Station_396,Los Angeles,3,93.20197126346027,2.628457301722513,40.70792471174843,13.777898095652233,59.666666666666664,1,10.200000000000001,1.0,3
Station_255_Los Angeles,Station_255,Los Angeles,3,89.74313970371199,1.0712102009560998,24.656918659088632,19.1492592301167,77.0,1,13.9,0.0,3
Station_271_Los Angeles,Station_271,Los Angeles,3,88.99034394543577,2.266039812197681,19.313777852769167,32.74651700230881,74.33333333333333,1,11.933333333333332,0.39999999999999997,3
Station_16_San Francisco,Station_16,San Francisco,3,84.50837272674313,2.317707360627718,20.053405317802085,21.78930926710566,59.666666666666664,0,12.5,0.0,0
Station_472_Los Angeles,Station_472,Los Angeles,3,83.5891963566308,1.7732471956907891,31.102867014121482,23.152826537985774,75.33333333333333,2,10.366666666666667,1.9333333333333333,3
Station_74_San Francisco,Station_74,San Francisco,3,78.77968365796397,1.327595405286824,33.62550867660436,21.092595455165533,78.66666666666667,1,11.933333333333332,0.0,0
Station_428_San Francisco,Station_428,San Francisco,3,68.85065182825336,2.285341121844366,22.852123593452603,18.484570814506174,60.333333333333336,0,10.533333333333333,1.0999999999999999,0
Station_18_San Francisco,Station_18,San Francisco,3,60.27215672351414,1.5884559940831935,22.65227820687757,31.12008540284911,65.66666666666667,1,7.633333333333333,1.8666666666666665,0
Station_246_Chicago,Station_246,Chicago,3,56.82128700884071,2.175898865433304,36.878305629009795,21.841779110737082,55.0,0,-7.7,0.0,0
Station_19_Los Angeles,Station_19,Los Angeles,3,51.36701272054055,2.7282142360052455,15.798775184795396,30.869026593032725,53.0,0,8.233333333333333,0.0,3
Station_282_San Francisco,Station_282,San Francisco,2,146.6894631026465,2.3547216408546823,35.107301903706485,20.757632784069266,45.5,1,7.3,0.55,0
Station_123_New York,Station_123,New York,2,143.09877110954545,1.3916284553119602,14.398081600869729,29.857239084830617,78.5,1,12.25,1.4,2
Station_275_Houston,Station_275,Houston,2,140.80038468953097,1.7614362096774232,20.292817631747305,32.941141787592386,54.0,0,12.15,0.0,0
Station_139_Chicago,Station_139,Chicago,2,140.6539704007074,3.8394070725600113,14.325318736075012,22.1808198424685,87.5,2,-11.6,0.0,0
Station_296_San Francisco,Station_296,San Francisco,2,140.04058168773307,2.1661524267715238,16.531526611730325,10.88571418145002,32.5,0,7.800000000000001,2.7,0
Station_486_San Francisco,Station_486,San Francisco,2,139.85808334616155,3.3356260297401317,27.635991323166472,25.18166390366289,49.5,1,8.7,19.85,0
Station_71_Houston,Station_71,Houston,2,138.9887364390257,3.8112601356650018,25.197672007004098,13.485260471920348,71.0,1,7.05,0.0,0
Station_447_New York,Station_447,New York,2,138.98170452793855,2.3350964100361575,47.774877572078324,21.00370694869041,75.0,1,8.8,0.0,2
Station_155_Los Angeles,Station_155,Los Angeles,2,138.79990847571486,2.676225108598773,16.85102046189488,14.577185814657206,48.5,0,8.55,0.0,2
Station_309_Chicago,Station_309,Chicago,2,138.05462684808538,1.54594268365268,30.94342763045575,23.41128144831504,44.0,0,-10.7,1.7,0
Station_376_Los Angeles,Station_376,Los Angeles,2,137.06071813001182,1.7107922349347806,38.727156789810635,21.14646604069856,82.5,1,11.9,0.0,2
Station_378_Houston,Station_378,Houston,2,136.15047890332693,2.823831949315271,39.80228429770113,5.971159790909149,56.5,0,12.0,0.0,0
Station_208_Houston,Station_208,Houston,2,134.66161120140157,2.21705361796718,21.666754024167098,10.651154497098887,78.0,2,12.3,0.0,0
Station_4_Chicago,Station_4,Chicago,2,134.18314184117463,2.865926775970405,35.584898665695846,12.615837482093887,60.5,1,-8.2,0.0,0
Station_304_Los Angeles,Station_304,Los Angeles,2,130.50933289114394,3.3258276944482197,30.581820977640955,18.11291209142635,80.0,2,12.0,0.0,2
Station_42_New York,Station_42,New York,2,130.08228774872973,4.768301186720066,7.660874014006237,38.36161240048373,62.0,1,9.25,0.0,2
Station_228_San Francisco,Station_228,San Francisco,2,129.67493380099046,1.207314822166472,16.05627224245526,24.830019023967925,50.5,1,8.85,0.0,0
Station_306_San Francisco,Station_306,San Francisco,2,127.95700349555904,3.360852437762853,25.928177603222668,26.431010336709555,58.5,1,13.95,0.0,0
Station_253_Chicago,Station_253,Chicago,2,127.37245412343424,1.2350496869649792,36.626061037495255,26.592649579209535,51.5,1,-10.0,0.0,0
Station_183_Houston,Station_183,Houston,2,125.63311195962724,2.1910313648730675,56.96681868472483,15.384413246283447,52.5,0,8.3,0.85,0
Station_68_Houston,Station_68,Houston,2,125.59650079040149,1.0415780430433017,26.59159073213634,22.14479137654242,64.0,1,8.05,1.0,0
Station_354_Los Angeles,Station_354,Los Angeles,2,125.49308293287535,3.6119656932587265,24.251449273119125,30.827791076742784,69.5,1,8.1,0.0,2
Station_9_Chicago,Station_9,Chicago,2,123.22471079426785,2.9588688345175767,41.1478144561313,23.637305797545906,52.0,0,-6.0,0.0,0
Station_246_New York,Station_246,New York,2,123.09273535909452,1.7467680241542758,23.25208916750326,23.320309296978348,87.0,2,8.1,0.0,2
Station_11_Houston,Station_11,Houston,2,122.32681470949305,1.7421614518494033,12.730938165134035,14.688921421386935,44.0,0,8.7,2.1,0
Station_414_Chicago,Station_414,Chicago,2,121.7706798942852,2.2395479489301398,24.678795765430735,34.33468602361776,42.0,0,-8.95,0.0,0
Station_121_New York,Station_121,New York,2,120.23789655547435,1.2428969419555793,34.05896593939411,15.772208097198288,74.0,1,7.15,0.0,2
Station_18_Chicago,Station_18,Chicago,2,120.16761604055176,2.95084413826768,8.618178367961265,22.04205562176561,67.5,1,-5.949999999999999,0.0,0
Station_10_San Francisco,Station_10,San Francisco,2,119.74803110175459,1.6106500932262118,39.724656468003616,29.72757204007413,69.5,1,6.8,0.0,0
Station_460_New York,Station_460,New York,2,117.64653958377875,1.6837968943010937,36.97608058482405,8.984446454055192,71.0,1,9.1,0.0,2
Station_72_Houston,Station_72,Houston,2,117.39937131791564,1.7557340050329975,27.22116476631435,6.969138354902172,54.5,0,10.100000000000001,0.9,0
Station_143_New York,Station_143,New York,2,117.21134117097226,2.6625546062951555,23.11586351772007,9.087089556052984,63.5,0,9.8,0.0,2
Station_479_Los Angeles,Station_479,Los Angeles,2,117.00327301015028,2.1946034548683175,41.49252629647823,19.927312504343384,69.0,1,9.5,0.0,2
Station_308_Houston,Station_308,Houston,2,116.19594415134934,2.0177066322561292,27.836465856417288,23.511613692750696,38.0,0,13.799999999999999,0.0,0
Station_98_San Francisco,Station_98,San Francisco,2,116.03198690331175,2.346657689504646,23.16245858263449,13.819923383010147,65.5,2,6.8,0.0,0
Station_424_Los Angeles,Station_424,Los Angeles,2,116.00926260472826,3.699497052925418,7.1808925243984625,21.45503465242889,54.5,0,10.6,0.0,2
Station_186_Los Angeles,Station_186,Los Angeles,2,115.82478239117938,2.4243051959069852,16.946789616075648,31.024443962117275,51.0,0,11.95,0.0,2
Station_480_Chicago,Station_480,Chicago,2,115.75924063210425,1.5536904705767727,33.02815651832435,17.906525346833465,85.0,2,-5.9,0.0,0
Station_63_Houston,Station_63,Houston,2,115.50721873101074,1.339142047980728,23.656470978922947,10.915914054107931,66.5,1,9.149999999999999,0.0,0
Station_200_Los Angeles,Station_200,Los Angeles,2,115.0395788843405,2.4945542926251543,19.915639691840454,26.82268665974722,33.5,0,5.1,0.0,2
Station_458_Chicago,Station_458,Chicago,2,113.84494358993597,2.0866591427578642,26.090994447357254,22.33934647872669,65.0,2,-4.15,0.7,0
Station_179_Chicago,Station_179,Chicago,2,113.60015600897364,0.8282371732391318,39.1055797747886,31.43865182856193,73.0,2,-4.85,0.0,0
Station_479_Chicago,Station_479,Chicago,2,112.62967335095088,3.37034693359945,19.84159226965271,21.837835625436213,46.5,0,-5.7,0.0,0
Station_481_San Francisco,Station_481,San Francisco,2,112.61666141312612,2.0374249573701686,38.05460157067467,22.975600990778315,67.0,1,8.05,0.0,0
Station_211_New York,Station_211,New York,2,112.44486348834101,1.6685245392914716,14.757258277488566,20.055963126262327,70.0,1,14.7,0.0,2
Station_130_San Francisco,Station_130,San Francisco,2,111.65770264345284,1.5593323493027025,25.604888561764003,35.91414603879054,46.0,0,8.3,0.55,0
Station_45_Los Angeles,Station_45,Los Angeles,2,110.88066556805774,2.1426597373664045,14.730014821131428,14.558555619191495,49.0,0,8.85,0.0,2
Station_469_Los Angeles,Station_469,Los Angeles,2,110.7632936049447,3.6453000143502985,30.33499681723815,23.840930596357616,42.5,0,8.75,0.35,2
Station_42_Chicago,Station_42,Chicago,2,109.4339021926237,2.294518977755305,34.82633603866716,30.410498511519016,71.0,1,-9.65,1.0,0
Station_322_San Francisco,Station_322,San Francisco,2,109.23934628150715,2.8267802800491184,22.374652998567775,32.120766630461006,91.5,2,12.9,0.0,0
Station_459_Chicago,Station_459,Chicago,2,108.7079201066688,2.6475629767325333,19.28927088158159,21.759930971358283,60.5,1,-11.0,0.0,0
Station_167_Los Angeles,Station_167,Los Angeles,2,108.59001718104524,1.9192885626392222,24.4464330477986,16.51256461455821,70.5,1,9.55,0.0,2
Station_13_Houston,Station_13,Houston,2,108.16389765958081,3.237378140429012,21.838902614005846,31.33116326830001,69.5,0,11.75,0.55,0
Station_234_San Francisco,Station_234,San Francisco,2,107.89699321810892,2.289273834598228,24.65834369792364,13.342289565207164,50.5,0,6.85,0.85,0
Station_119_San Francisco,Station_119,San Francisco,2,107.77585698456785,2.903632634540171,21.144439714563568,24.826676188297974,62.5,0,8.5,0.0,0
Station_156_Los Angeles,Station_156,Los Angeles,2,107.73003972450323,3.039147414723021,36.93735102343229,13.902162836610042,66.0,1,12.35,1.7,2
Station_104_Chicago,Station_104,Chicago,2,107.36974892342683,3.5821195845985,17.288135262987296,26.86968941129215,56.5,0,-8.65,0.0,0
Station_324_Los Angeles,Station_324,Los Angeles,2,107.11727191034771,3.6359719491723737,48.82211190979142,30.007227047652883,74.0,1,5.75,0.0,2
Station_62_Houston,Station_62,Houston,2,106.65495447368659,2.1910939007366843,34.65300571811011,26.342960490339685,73.0,1,9.3,0.0,0
Station_352_Houston,Station_352,Houston,2,105.69769053684843,3.117435050297463,20.874585404172073,26.828214810227486,50.0,1,9.3,0.0,0
Station_373_New York,Station_373,New York,2,105.11565273520429,2.6659424698081473,23.70333252515556,14.49181328658307,61.5,0,14.95,0.0,2
Station_212_San Francisco,Station_212,San Francisco,2,105.05664027377364,2.8554401097524966,34.11328763522813,19.51215749512136,49.5,0,4.5,0.0,0
Station_344_San Francisco,Station_344,San Francisco,2,104.3507579716183,2.1123505954279618,31.626550557529015,18.215930364534348,43.0,1,9.85,0.65,0
Station_211_Houston,Station_211,Houston,2,104.08303674571843,1.1617052428371455,22.87842397649955,25.484881535850764,76.5,2,9.3,0.55,0
Station_302_Houston,Station_302,Houston,2,103.80893411663018,1.6295667136407352,32.824037105187024,17.704153768657953,58.5,0,13.0,0.0,0
Station_188_Houston,Station_188,Houston,2,103.60061652624955,2.3209876011021313,29.2230368754699,11.323789728539252,43.5,0,12.95,1.15,0
Station_262_Chicago,Station_262,Chicago,2,103.04592532460796,1.5934473788580115,22.11141946259555,13.678758861008017,66.0,1,-10.2,0.4,0
Station_45_Chicago,Station_45,Chicago,2,102.68998471138343,2.771663768811061,22.230700870722558,24.432155603104597,64.0,0,-8.65,0.4,0
Station_298_Chicago,Station_298,Chicago,2,101.92096891017358,0.6160040558835785,8.261651162470589,24.660814639672886,69.5,1,-8.649999999999999,0.75,0
Station_196_San Francisco,Station_196,San Francisco,2,101.81803472172925,1.5083100014778257,16.271206705399276,29.78845297430226,69.5,1,10.7,0.55,0
Station_429_New York,Station_429,New York,2,101.68711080215328,1.7551344234350712,12.019666892731253,19.797604988119648,36.5,1,6.15,0.0,2
Station_55_Los Angeles,Station_55,Los Angeles,2,101.42537899652623,2.0967293506003717,17.432132594397235,18.35062700826792,75.0,1,7.6,6.2,2
Station_51_Los Angeles,Station_51,Los Angeles,2,101.16274601179614,3.1737637580420452,23.601712315968875,13.629773075042028,71.5,2,7.55,0.0,2
Station_162_Houston,Station_162,Houston,2,98.4931896473935,3.2412675960029342,23.288190075590773,27.589208163532444,33.5,0,8.35,0.0,0
Station_422_Los Angeles,Station_422,Los Angeles,2,98.34763668488702,2.5636277084798786,22.577722147520394,22.845424717597517,81.5,2,12.75,0.0,2
Station_318_Los Angeles,Station_318,Los Angeles,2,98.2872322342158,3.2381493148681937,23.44829465567407,24.44538349135362,80.0,2,9.85,0.0,2
Station_410_San Francisco,Station_410,San Francisco,2,98.04890436710713,0.8174780633620142,21.38115338972547,23.036186130952522,37.0,0,7.3,0.0,0
Station_392_New York,Station_392,New York,2,97.97508469826094,1.2055360726762077,30.105693543781783,33.42576402340616,63.0,0,12.649999999999999,1.4,2
Station_30_Chicago,Station_30,Chicago,2,97.82214680845033,2.101729004923898,22.994051870100787,17.566287948903717,78.0,1,-4.949999999999999,0.0,0
Station_294_Los Angeles,Station_294,Los Angeles,2,97.68740937418835,1.030113757424607,21.51395218198796,29.79176127312212,74.0,1,8.1,0.0,2
Station_337_Chicago,Station_337,Chicago,2,97.48198192837458,0.5629390721013222,36.84323260594166,17.986020278050734,58.5,0,-10.2,0.0,0
Station_313_Chicago,Station_313,Chicago,2,97.2566284909978,1.427203387664318,27.49913733634106,14.091164232279805,53.0,0,-4.75,0.0,0
Station_451_Los Angeles,Station_451,Los Angeles,2,96.15993221598788,2.4014219320436334,21.867435206095625,15.85693162092548,80.0,1,8.05,0.0,2
Station_327_Houston,Station_327,Houston,2,96.0188883136801,2.428698261383277,26.325984237471694,25.23904771839152,46.5,0,10.600000000000001,1.9,0
Station_189_Los Angeles,Station_189,Los Angeles,2,95.5810802453029,3.139735725701433,25.603799331857445,23.51073837934767,90.0,2,10.649999999999999,0.0,2
Station_158_New York,Station_158,New York,2,95.2647386324583,3.245468614251685,14.761227551648398,17.659032137438032,35.0,0,9.75,0.5,2
Station_393_San Francisco,Station_393,San Francisco,2,94.63019569093119,3.436991600854225,9.053247287189524,25.333594481575417,42.0,1,10.4,0.0,0
Station_166_Los Angeles,Station_166,Los Angeles,2,93.74140671027739,1.9082580498633932,21.01238177490677,21.852580565002484,70.5,1,5.45,1.0,2
Station_76_Los Angeles,Station_76,Los Angeles,2,93.25695345779683,0.7243162828572636,28.973806641801282,22.451690036560628,79.5,2,6.15,6.35,2
Station_40_New York,Station_40,New York,2,93.06039346390133,2.082682447694607,14.914709548631437,12.519099428595757,81.5,1,12.6,0.0,2
Station_226_Chicago,Station_226,Chicago,2,92.58919379185659,2.0729399716518175,35.93949020925845,37.1481366430545,52.0,1,-10.65,0.25,0
Station_402_Houston,Station_402,Houston,2,92.1072601119117,2.197257333034069,5.521924201240694,29.189688384837428,87.0,2,9.6,0.0,0
Station_81_New York,Station_81,New York,2,92.10064810594338,2.770833863756537,32.36917925276239,31.240205852401076,68.5,1,6.550000000000001,0.0,2
Station_178_Los Angeles,Station_178,Los Angeles,2,91.96150610426183,2.858710549031697,14.861939483842367,23.781987050724485,54.0,0,12.850000000000001,2.3,2
Station_342_Chicago,Station_342,Chicago,2,91.7187401438392,3.685418492675405,14.31041389401782,30.886524260518783,52.5,0,-6.4,0.0,0
Station_426_Houston,Station_426,Houston,2,90.50598168389959,0.8878417873541784,22.08255375922463,31.8401575303182,42.5,0,6.699999999999999,1.05,0
Station_14_New York,Station_14,New York,2,89.90127555537077,3.1617702056684815,19.953494156156363,31.937856543822605,81.0,2,8.35,0.0,2
Station_266_Los Angeles,Station_266,Los Angeles,2,89.12369312559277,1.2617254819625678,27.242001851871294,17.682966387444733,58.5,0,5.6,0.0,2
Station_154_New York,Station_154,New York,2,88.79879653466931,0.6382209735063656,27.97264262774989,21.286544621304184,39.0,0,6.9,0.0,2
Station_271_New York,Station_271,New York,2,88.62216268737757,2.487911287434837,34.274741349852555,11.247047783683064,71.0,1,9.149999999999999,0.0,2
Station_92_San Francisco,Station_92,San Francisco,2,88.58976590220048,3.4693553747893873,31.82394551557983,31.557258751826488,60.0,2,9.65,1.6,0
Station_325_Houston,Station_325,Houston,2,88.38696801068161,1.9890866731982908,26.561259432952756,38.822843383164866,62.5,0,14.95,0.0,0
Station_258_San Francisco,Station_258,San Francisco,2,87.47912715855064,2.8958393404942466,15.703232081039161,16.022185677716536,85.5,2,11.0,0.0,0
Station_387_Chicago,Station_387,Chicago,2,85.38281075923396,1.2018858244743194,19.452294683594463,21.11992631764913,46.5,1,-12.8,0.0,0
Station_152_New York,Station_152,New York,2,84.74795507723894,2.220453312129778,34.282053262440044,23.744714835948635,49.5,0,12.25,0.0,2
Station_487_Chicago,Station_487,Chicago,2,84.20310652271534,2.7533795012145568,32.00831762320503,23.88445481108267,56.5,0,-6.75,0.0,0
Station_97_San Francisco,Station_97,San Francisco,2,83.95556043198985,3.1617805587246184,19.517014659103154,20.385381426475647,74.5,1,11.6,0.0,0
Station_57_New York,Station_57,New York,2,83.95523990163835,1.9817003226573893,8.615857212006048,22.567118592637076,51.5,1,10.45,0.0,2
Station_368_Houston,Station_368,Houston,2,83.84841928922054,3.3686601098155124,39.36464420819869,25.324560187123456,48.0,0,10.35,0.45,0
Station_366_New York,Station_366,New York,2,83.46929535941777,2.747338172088252,44.94815135428327,35.31070268297354,51.0,0,4.8,2.15,2
Station_140_New York,Station_140,New York,2,82.93985082289791,2.3361751965816415,18.494976430459886,30.642699629098495,92.5,1,10.2,0.0,2
Station_17_Chicago,Station_17,Chicago,2,82.85922398753692,4.592044721938093,11.594783189535224,19.23990114552042,42.0,0,-10.25,0.0,0
Station_181_Los Angeles,Station_181,Los Angeles,2,82.49736297524872,2.327303913630062,7.2581305805198975,12.631908563687466,50.5,0,12.5,0.0,2
Station_273_Houston,Station_273,Houston,2,82.46186466125613,2.36660574060714,32.48725418840863,20.97376792175548,30.0,0,9.399999999999999,0.0,0
Station_221_Los Angeles,Station_221,Los Angeles,2,81.66392742464205,2.2912796128224913,12.20378144731097,15.443446294554738,66.0,1,7.699999999999999,0.0,2
Station_169_New York,Station_169,New York,2,81.38154738799565,3.4841762991931873,35.79604434220832,15.929582652554249,47.0,0,7.65,1.85,2
Station_185_Chicago,Station_185,Chicago,2,81.33052357103215,3.190852769982407,26.61005310761569,32.66034548919985,53.0,1,-8.100000000000001,0.0,0
Station_129_Los Angeles,Station_129,Los Angeles,2,81.30599624513528,3.08558319655745,38.599140922020844,19.249491241846187,66.0,1,5.800000000000001,0.0,2
Station_25_San Francisco,Station_25,San Francisco,2,81.1190197038737,2.378132414607811,26.4356625031541,27.791121761077918,54.5,0,5.35,1.7,0
Station_4_Houston,Station_4,Houston,2,80.99818706959859,0.9637104243220806,21.63571436541751,27.72301103888429,53.5,1,12.75,0.0,0
Station_242_San Francisco,Station_242,San Francisco,2,80.74137849482082,2.174892344008069,19.538276115180132,19.402869594223358,54.5,1,11.35,0.0,0
Station_177_San Francisco,Station_177,San Francisco,2,80.61951704120307,1.3306517460585021,14.592893646310525,27.639870802931735,84.5,2,5.85,0.0,0
Station_232_Los Angeles,Station_232,Los Angeles,2,79.86787551890211,2.8146715679786993,27.175310600725847,22.863802241841128,57.5,1,8.85,0.0,2
Station_151_San Francisco,Station_151,San Francisco,2,78.3883244663894,2.840158547175445,21.386327051251357,24.933612546974956,68.5,0,10.35,0.8,0
Station_312_New York,Station_312,New York,2,77.8331362872442,1.6514910182511968,31.64620941756254,36.16698686492977,60.5,1,6.5,0.0,2
Station_338_Houston,Station_338,Houston,2,77.55766576272032,3.215929184039636,19.08668227171308,10.48166054335978,66.0,1,8.0,0.0,0
Station_204_New York,Station_204,New York,2,75.74533164711661,2.1594679956291296,37.43731488491573,9.162913137625136,53.5,1,10.7,0.0,2
Station_157_New York,Station_157,New York,2,75.72228958258538,2.15690364485376,30.348006410580254,18.079145761727823,40.0,0,7.550000000000001,3.25,2
Station_485_New York,Station_485,New York,2,75.6896555807878,4.712884268929143,31.17638998215888,32.43545232360383,72.0,1,6.8,0.0,2
Station_461_Chicago,Station_461,Chicago,2,75.53069566633468,0.9935251741005955,6.188523854601111,11.09808001368827,44.0,0,-11.600000000000001,0.0,0
Station_34_Houston,Station_34,Houston,2,75.43740304989478,3.979515437259309,15.580578920592766,14.252430321613037,43.0,0,11.1,2.5,0
Station_203_New York,Station_203,New York,2,74.7535365994087,1.1611012786426431,13.898010767760622,34.95585825536712,58.5,1,7.9,2.55,2
Station_169_San Francisco,Station_169,San Francisco,2,74.379699938447,3.820219761434854,36.923063453189954,35.23953851773555,36.5,0,6.7,0.95,0
Station_365_Los Angeles,Station_365,Los Angeles,2,74.1286746574632,1.9119352553831623,33.629707956694276,25.273828885120793,99.0,2,12.05,0.0,2
Station_214_New York,Station_214,New York,2,73.89146236407723,2.2621259486582597,12.710341368945295,17.96061295735109,84.5,1,10.4,0.0,2
Station_329_Los Angeles,Station_329,Los Angeles,2,73.81573309243936,0.9511037474378513,20.702908255854876,25.06242109433439,64.5,0,12.75,0.0,2
Station_206_Los Angeles,Station_206,Los Angeles,2,73.67503429890195,3.0945072299166716,18.39748404660883,26.525071553597876,67.5,1,11.0,0.0,2
Station_391_Houston,Station_391,Houston,2,72.76166544117193,0.9826223916451449,32.929062462380706,22.564907695409733,65.0,1,6.3,0.45,0
Station_85_Los Angeles,Station_85,Los Angeles,2,72.63245997837798,2.0090311571154764,24.576379163873963,35.41160325212155,89.5,2,7.9,0.0,2
Station_34_New York,Station_34,New York,2,72.47350074538889,2.5578308323281336,19.173816959006988,21.518575656163108,64.5,1,7.3,0.0,2
Station_359_Los Angeles,Station_359,Los Angeles,2,72.38930384446192,2.486999025906008,30.060242212032207,16.953484770094732,75.5,1,11.15,0.0,2
Station_387_Los Angeles,Station_387,Los Angeles,2,72.23884860359574,3.7921814560975005,16.028035070370635,12.664295137852527,60.5,1,11.65,0.0,2
Station_143_Los Angeles,Station_143,Los Angeles,2,72.16340491139064,2.9246522524544423,26.816964075150274,27.036391079664057,54.5,0,9.75,0.0,2
Station_405_Chicago,Station_405,Chicago,2,71.66678034189624,1.243350264217044,31.43255679788411,19.432589644204786,44.5,0,-5.6,0.0,0
